fecha_administracion;grupo_etario;genero;vacuna;tipo_efector;dosis_1;dosis_2;id_carga;dosis_3
2022-02-08;81 a 90;M;AstraZeneca;Publico;0;2;;23
2022-02-08;81 a 90;M;Moderna;Publico;0;0;;9
2022-02-08;71 a 80;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;1;;123
2022-02-09;71 a 80;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;0;;80
2022-02-09;71 a 80;M;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;0;0;;1
2022-02-09;61 a 70;F;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;2;0;;5
2022-02-09;71 a 80;M;Sputnik;Publico;0;1;;2
2022-02-09;71 a 80;M;Sinopharm;Publico;3;4;;0
2022-02-09;91 o mas;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;0;;5
2022-02-09;81 a 90;F;Sinopharm;Publico;3;11;;1
2022-02-09;91 o mas;M;Moderna;Publico;0;0;;1
2022-02-09;91 o mas;M;AstraZeneca;Publico;0;0;;8
2022-02-09;91 o mas;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;1;;16
2022-02-09;91 o mas;F;Sinopharm;Publico;0;7;;2
2022-02-09;91 o mas;F;Moderna;Publico;0;0;;7
2022-02-09;91 o mas;F;AstraZeneca;Publico;1;1;;24
2022-02-09;81 a 90;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;0;;26
2022-02-09;30 o menos;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Privado;0;0;;2
2022-02-09;81 a 90;M;Sinopharm;Publico;1;2;;0
2022-02-09;81 a 90;M;Moderna;Publico;0;0;;14
2022-02-09;81 a 90;M;AstraZeneca;Publico;0;0;;31
2022-02-09;81 a 90;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;1;0;;55
2022-02-09;81 a 90;F;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;0;0;;1
2022-02-09;81 a 90;F;Sputnik;Publico;0;2;;1
2022-02-09;51 a 60;F;Sinopharm;Publico;21;26;;0
2022-02-09;91 o mas;M;Sinopharm;Publico;0;2;;0
2022-02-09;41 a 50;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;3;12;;866
2022-02-09;71 a 80;F;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;0;0;;6
2022-02-09;61 a 70;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;1;3;;263
2022-02-09;51 a 60;M;Sputnik;Publico;2;5;;2
2022-02-09;51 a 60;M;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;1;0;;7
2022-02-09;51 a 60;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;2;3;;499
2022-02-09;61 a 70;F;AstraZeneca;Publico;5;7;;16
2022-02-09;71 a 80;F;AstraZeneca;Publico;2;3;;28
2022-02-09;61 a 70;M;Sputnik;Publico;0;2;;2
2022-02-09;61 a 70;F;Moderna;Publico;0;1;;111
2022-02-09;30 o menos;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Privado;0;1;;2
2022-02-09;91 o mas;F;Sputnik;Publico;0;1;;0
2022-02-09;61 a 70;F;Sinopharm;Publico;10;11;;0
2022-02-09;51 a 60;F;Moderna;Publico;1;3;;110
2022-02-09;61 a 70;F;Sputnik;Publico;2;1;;2
2022-02-09;71 a 80;F;Sinopharm;Publico;9;2;;1
2022-02-09;71 a 80;F;Sputnik;Publico;0;3;;2
2022-02-09;30 o menos;F;Moderna;Privado;0;0;;1
2022-02-09;51 a 60;M;Moderna;Publico;0;0;;101
2022-02-09;51 a 60;M;AstraZeneca;Publico;3;10;;17
2022-02-09;51 a 60;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;9;;567
2022-02-09;51 a 60;F;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;3;0;;8
2022-02-09;81 a 90;F;AstraZeneca;Publico;2;1;;46
2022-02-09;51 a 60;F;Sputnik;Publico;2;5;;4
2022-02-09;51 a 60;M;Sinopharm;Publico;12;29;;0
2022-02-09;51 a 60;F;AstraZeneca;Publico;7;5;;29
2022-02-09;71 a 80;F;Moderna;Publico;0;0;;64
2022-02-09;61 a 70;M;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;0;0;;6
2022-02-09;41 a 50;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Privado;0;0;;1
2022-02-09;61 a 70;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;5;;323
2022-02-09;31 a 40;F;Sputnik;Publico;2;45;;3
2022-02-09;31 a 40;F;Sinopharm;Publico;59;90;;0
2022-02-09;31 a 40;F;Moderna;Publico;1;3;;166
2022-02-09;31 a 40;F;AstraZeneca;Publico;18;32;;39
2022-02-09;30 o menos;N;AstraZeneca;Publico;1;0;;0
2022-02-09;30 o menos;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;91;255;;6320
2022-02-09;30 o menos;M;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;11;0;;33
2022-02-09;30 o menos;M;Sputnik;Publico;6;105;;4
2022-02-09;30 o menos;M;Sinopharm;Publico;684;628;;0
2022-02-09;81 a 90;F;Moderna;Publico;0;1;;19
2022-02-09;30 o menos;M;Moderna;Publico;2;17;;243
2022-02-09;30 o menos;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;85;220;;6608
2022-02-09;30 o menos;F;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;3;0;;42
2022-02-09;30 o menos;F;Sputnik;Publico;2;99;;5
2022-02-09;30 o menos;F;Sinopharm;Publico;578;680;;0
2022-02-09;30 o menos;F;Moderna;Publico;5;6;;242
2022-02-09;30 o menos;F;AstraZeneca;Publico;148;66;;46
2022-02-09;61 a 70;M;AstraZeneca;Publico;2;5;;10
2022-02-09;61 a 70;M;Moderna;Publico;0;0;;75
2022-02-09;61 a 70;M;Sinopharm;Publico;3;11;;0
2022-02-09;30 o menos;M;AstraZeneca;Publico;206;72;;33
2022-02-09;31 a 40;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;2;26;;1370
2022-02-09;31 a 40;F;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;2;0;;47
2022-02-09;71 a 80;M;Moderna;Publico;0;0;;42
2022-02-09;31 a 40;M;Sinopharm;Publico;54;108;;1
2022-02-09;31 a 40;M;Sputnik;Publico;0;43;;5
2022-02-09;31 a 40;M;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;1;0;;24
2022-02-09;31 a 40;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;3;24;;1469
2022-02-09;41 a 50;F;AstraZeneca;Publico;10;20;;48
2022-02-09;41 a 50;F;Moderna;Publico;0;1;;152
2022-02-09;41 a 50;F;Sinopharm;Publico;29;44;;1
2022-02-09;41 a 50;F;Sputnik;Publico;1;18;;4
2022-02-09;41 a 50;F;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;1;0;;22
2022-02-09;41 a 50;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;1;21;;925
2022-02-09;41 a 50;M;AstraZeneca;Publico;8;25;;26
2022-02-09;41 a 50;M;Moderna;Publico;1;1;;178
2022-02-09;41 a 50;M;Sinopharm;Publico;31;46;;0
2022-02-09;41 a 50;M;Sputnik;Publico;4;23;;3
2022-02-09;41 a 50;M;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;3;0;;22
2022-02-09;71 a 80;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;1;;144
2022-02-09;31 a 40;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Privado;0;1;;1
2022-02-09;71 a 80;M;AstraZeneca;Publico;1;3;;10
2022-02-09;31 a 40;M;Moderna;Publico;0;5;;237
2022-02-09;31 a 40;M;AstraZeneca;Publico;22;38;;31
2022-02-10;51 a 60;F;AstraZeneca;Publico;10;10;;9
2022-02-10;61 a 70;F;Sinopharm;Publico;4;12;;2
2022-02-10;61 a 70;F;Sputnik;Publico;0;4;;4
2022-02-10;61 a 70;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;1;3;;307
2022-02-10;61 a 70;M;AstraZeneca;Publico;5;0;;4
2022-02-10;61 a 70;M;Moderna;Publico;0;0;;55
2022-02-10;51 a 60;M;Sinopharm;Publico;6;10;;0
2022-02-10;51 a 60;M;AstraZeneca;Publico;5;16;;11
2022-02-10;41 a 50;M;Sinopharm;Publico;16;46;;0
2022-02-10;41 a 50;M;Sputnik;Publico;1;12;;0
2022-02-10;41 a 50;M;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;4;0;;1
2022-02-10;51 a 60;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;1;4;;651
2022-02-10;51 a 60;F;Sputnik;Publico;1;5;;4
2022-02-10;51 a 60;M;Moderna;Publico;0;1;;75
2022-02-10;51 a 60;M;Sputnik;Publico;0;3;;4
2022-02-10;51 a 60;M;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;2;0;;0
2022-02-10;71 a 80;F;AstraZeneca;Publico;2;4;;16
2022-02-10;51 a 60;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;1;1;;573
2022-02-10;91 o mas;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;0;;19
2022-02-10;61 a 70;M;Sputnik;Publico;1;1;;1
2022-02-10;61 a 70;F;Moderna;Publico;0;1;;54
2022-02-10;61 a 70;F;AstraZeneca;Publico;2;6;;15
2022-02-10;61 a 70;M;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;1;0;;0
2022-02-10;51 a 60;F;Moderna;Publico;0;0;;78
2022-02-10;61 a 70;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;2;;262
2022-02-10;41 a 50;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;11;;1000
2022-02-10;71 a 80;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;1;;135
2022-02-10;71 a 80;F;Sputnik;Publico;1;2;;2
2022-02-10;71 a 80;F;Sinopharm;Publico;0;5;;0
2022-02-10;71 a 80;F;Moderna;Publico;0;0;;23
2022-02-10;30 o menos;M;vacuna Coronavirus (PFIZER) pediátrica, vial x 10 dosis (0.2ml);Publico;1;0;;0
2022-02-10;51 a 60;F;Sinopharm;Publico;5;15;;0
2022-02-10;31 a 40;M;AstraZeneca;Publico;40;34;;16
2022-02-10;41 a 50;M;Moderna;Publico;0;1;;149
2022-02-10;71 a 80;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;0;;64
2022-02-10;71 a 80;M;Sputnik;Publico;0;2;;0
2022-02-10;71 a 80;M;Sinopharm;Publico;0;3;;1
2022-02-10;30 o menos;F;AstraZeneca;Publico;65;63;;32
2022-02-10;71 a 80;M;Moderna;Publico;0;1;;19
2022-02-10;71 a 80;M;AstraZeneca;Publico;5;1;;11
2022-02-10;91 o mas;M;AstraZeneca;Publico;3;0;;2
2022-02-10;81 a 90;F;AstraZeneca;Publico;6;4;;43
2022-02-10;81 a 90;M;Sinopharm;Publico;0;1;;0
2022-02-10;30 o menos;M;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;1;0;;0
2022-02-10;91 o mas;M;Sinopharm;Publico;1;0;;0
2022-02-10;30 o menos;M;Sinopharm;Publico;666;723;;0
2022-02-10;30 o menos;M;Sputnik;Publico;1;76;;2
2022-02-10;30 o menos;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;172;323;;5670
2022-02-10;31 a 40;F;AstraZeneca;Publico;28;34;;29
2022-02-10;31 a 40;F;Moderna;Publico;0;1;;145
2022-02-10;30 o menos;M;Moderna;Publico;1;4;;143
2022-02-10;81 a 90;F;Moderna;Publico;0;0;;7
2022-02-10;30 o menos;F;Moderna;Publico;1;2;;159
2022-02-10;81 a 90;F;Sinopharm;Publico;2;11;;0
2022-02-10;41 a 50;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico nacional;0;0;;1
2022-02-10;91 o mas;F;Moderna;Publico;0;0;;4
2022-02-10;91 o mas;F;Sinopharm;Publico;2;4;;0
2022-02-10;30 o menos;M;AstraZeneca;Publico;99;67;;23
2022-02-10;30 o menos;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;130;326;;6131
2022-02-10;30 o menos;F;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;3;0;;1
2022-02-10;30 o menos;F;Sputnik;Publico;3;60;;1
2022-02-10;30 o menos;F;Sinopharm;Publico;622;695;;0
2022-02-10;91 o mas;F;Sputnik;Publico;1;0;;0
2022-02-10;91 o mas;F;AstraZeneca;Publico;7;0;;24
2022-02-10;81 a 90;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;0;;25
2022-02-10;81 a 90;M;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;0;0;;1
2022-02-10;81 a 90;M;Sputnik;Publico;1;1;;0
2022-02-10;81 a 90;M;Moderna;Publico;0;0;;4
2022-02-10;81 a 90;M;AstraZeneca;Publico;3;1;;9
2022-02-10;81 a 90;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;0;;76
2022-02-10;81 a 90;F;Sputnik;Publico;0;1;;1
2022-02-10;31 a 40;F;Sinopharm;Publico;23;53;;1
2022-02-10;31 a 40;F;Sputnik;Publico;3;31;;2
2022-02-10;61 a 70;M;Sinopharm;Publico;3;6;;0
2022-02-10;41 a 50;F;Moderna;Publico;0;1;;156
2022-02-10;31 a 40;M;Sputnik;Publico;1;39;;2
2022-02-10;31 a 40;M;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;1;0;;0
2022-02-10;31 a 40;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Privado;0;0;;1
2022-02-10;31 a 40;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;22;;1090
2022-02-10;41 a 50;F;AstraZeneca;Publico;8;12;;12
2022-02-10;41 a 50;F;Sinopharm;Publico;11;32;;0
2022-02-10;41 a 50;F;Sputnik;Publico;2;11;;4
2022-02-10;31 a 40;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;1;22;;1139
2022-02-10;31 a 40;M;Sinopharm;Publico;41;63;;0
2022-02-10;41 a 50;F;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;1;0;;1
2022-02-10;31 a 40;M;Moderna;Publico;1;4;;165
2022-02-10;30 o menos;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico nacional;0;0;;1
2022-02-10;91 o mas;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;0;;3
2022-02-10;41 a 50;M;AstraZeneca;Publico;13;15;;23
2022-02-10;31 a 40;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Privado;0;0;;0
2022-02-10;31 a 40;F;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;0;0;;1
2022-02-10;41 a 50;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;1;11;;1103
2022-02-11;41 a 50;M;Moderna;Publico;1;3;;211
2022-02-11;61 a 70;F;Moderna;Publico;0;1;;82
2022-02-11;61 a 70;F;AstraZeneca;Publico;2;16;;11
2022-02-11;61 a 70;F;Sputnik;Publico;0;4;;4
2022-02-11;41 a 50;M;Sinopharm;Publico;13;47;;1
2022-02-11;61 a 70;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;1;6;;387
2022-02-11;61 a 70;M;AstraZeneca;Publico;5;15;;9
2022-02-11;41 a 50;M;Sputnik;Publico;1;8;;3
2022-02-11;61 a 70;F;Sinopharm;Publico;8;19;;2
2022-02-11;91 o mas;F;Sputnik;Publico;0;0;;1
2022-02-11;61 a 70;M;Moderna;Publico;0;0;;65
2022-02-11;41 a 50;M;AstraZeneca;Publico;16;51;;12
2022-02-11;41 a 50;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;5;;1639
2022-02-11;41 a 50;F;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;4;0;;3
2022-02-11;61 a 70;M;Sinopharm;Publico;4;18;;0
2022-02-11;61 a 70;M;Sputnik;Publico;0;1;;2
2022-02-11;31 a 40;M;Sputnik;Publico;0;16;;3
2022-02-11;31 a 40;M;Sinopharm;Publico;38;137;;0
2022-02-11;41 a 50;F;Sputnik;Publico;4;11;;5
2022-02-11;41 a 50;M;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;0;1;;0
2022-02-11;41 a 50;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;12;;1679
2022-02-11;51 a 60;F;AstraZeneca;Publico;10;23;;18
2022-02-11;30 o menos;M;Sputnik;Publico;3;27;;2
2022-02-11;51 a 60;M;Moderna;Publico;0;1;;101
2022-02-11;31 a 40;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;1;9;;1569
2022-02-11;30 o menos;M;AstraZeneca;Publico nacional;0;1;;0
2022-02-11;51 a 60;F;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;0;3;;3
2022-02-11;31 a 40;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;1;3;;1796
2022-02-11;31 a 40;M;AstraZeneca;Publico;45;119;;30
2022-02-11;51 a 60;F;Sputnik;Publico;0;8;;0
2022-02-11;51 a 60;F;Sinopharm;Publico;8;36;;0
2022-02-11;31 a 40;M;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;1;0;;0
2022-02-11;51 a 60;M;AstraZeneca;Publico;8;36;;7
2022-02-11;51 a 60;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;4;;542
2022-02-11;91 o mas;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;0;;8
2022-02-11;91 o mas;M;AstraZeneca;Publico;0;0;;14
2022-02-11;91 o mas;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;0;;40
2022-02-11;31 a 40;M;Moderna;Publico;4;5;;286
2022-02-11;31 a 40;F;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;4;0;;0
2022-02-11;91 o mas;F;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;0;0;;1
2022-02-11;31 a 40;F;Sputnik;Publico;3;7;;6
2022-02-11;51 a 60;M;Sinopharm;Publico;9;42;;0
2022-02-11;30 o menos;M;Sinopharm;Publico;424;1229;;0
2022-02-11;30 o menos;M;Moderna;Publico;1;4;;393
2022-02-11;30 o menos;M;AstraZeneca;Publico;129;198;;12
2022-02-11;30 o menos;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;125;219;;5425
2022-02-11;51 a 60;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;5;;407
2022-02-11;51 a 60;M;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;0;1;;0
2022-02-11;30 o menos;F;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;1;4;;2
2022-02-11;51 a 60;M;Sputnik;Publico;1;3;;6
2022-02-11;31 a 40;F;AstraZeneca;Publico;26;73;;20
2022-02-11;31 a 40;F;Moderna;Publico;1;4;;319
2022-02-11;31 a 40;F;Sinopharm;Publico;35;126;;0
2022-02-11;30 o menos;F;Sputnik;Publico;1;16;;5
2022-02-11;30 o menos;F;Sinopharm;Publico;369;1148;;0
2022-02-11;30 o menos;F;Moderna;Publico;3;5;;551
2022-02-11;30 o menos;F;AstraZeneca;Publico;90;164;;16
2022-02-11;51 a 60;F;Moderna;Publico;0;3;;118
2022-02-11;41 a 50;F;AstraZeneca;Publico;17;56;;19
2022-02-11;41 a 50;F;Moderna;Publico;0;3;;245
2022-02-11;81 a 90;F;AstraZeneca;Publico;5;5;;47
2022-02-11;71 a 80;M;Sputnik;Publico;1;0;;1
2022-02-11;71 a 80;M;Sinopharm;Publico;2;5;;0
2022-02-11;71 a 80;M;Moderna;Publico;0;1;;33
2022-02-11;81 a 90;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;1;;41
2022-02-11;81 a 90;M;Sputnik;Publico;0;0;;1
2022-02-11;81 a 90;M;Sinopharm;Publico;1;4;;0
2022-02-11;81 a 90;M;Moderna;Publico;0;0;;8
2022-02-11;71 a 80;M;AstraZeneca;Publico;4;9;;24
2022-02-11;71 a 80;F;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;2;2;;2
2022-02-11;71 a 80;F;Sputnik;Publico;0;1;;2
2022-02-11;71 a 80;F;Sinopharm;Publico;1;15;;0
2022-02-11;71 a 80;F;Moderna;Publico;1;0;;47
2022-02-11;71 a 80;F;AstraZeneca;Publico;5;6;;34
2022-02-11;61 a 70;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;1;;293
2022-02-11;81 a 90;M;AstraZeneca;Publico;3;0;;13
2022-02-11;81 a 90;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;0;;122
2022-02-11;81 a 90;F;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;0;0;;2
2022-02-11;81 a 90;F;Sputnik;Publico;0;0;;3
2022-02-11;81 a 90;F;Sinopharm;Publico;8;5;;0
2022-02-11;81 a 90;F;Moderna;Publico;0;0;;18
2022-02-11;30 o menos;M;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;4;0;;2
2022-02-11;41 a 50;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Privado;0;0;;2
2022-02-11;30 o menos;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;108;164;;5195
2022-02-11;61 a 70;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Privado;0;0;;1
2022-02-11;91 o mas;F;Sinopharm;Publico;2;1;;0
2022-02-11;91 o mas;F;AstraZeneca;Publico;2;1;;38
2022-02-11;41 a 50;F;Sinopharm;Publico;18;59;;1
2022-02-11;71 a 80;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;3;;202
2022-02-11;91 o mas;F;Moderna;Publico;0;1;;5
2022-02-11;71 a 80;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;0;;103
2022-02-11;91 o mas;M;Moderna;Publico;0;0;;1
2022-02-11;30 o menos;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico nacional;0;0;;1
2022-02-12;61 a 70;F;AstraZeneca;Publico;1;4;;0
2022-02-12;30 o menos;M;AstraZeneca;Publico;18;56;;1
2022-02-12;30 o menos;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;15;29;;2581
2022-02-12;30 o menos;F;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;2;0;;0
2022-02-12;30 o menos;F;Sputnik;Publico;1;59;;0
2022-02-12;51 a 60;F;Moderna;Publico;0;1;;346
2022-02-12;51 a 60;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;0;;331
2022-02-12;51 a 60;M;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;1;0;;1
2022-02-12;41 a 50;F;Sputnik;Publico;0;15;;0
2022-02-12;41 a 50;F;vacuna Coronavirus (CANSINO), vial x 1 dosis;Publico;1;0;;0
2022-02-12;30 o menos;F;Sinopharm;Publico;363;886;;0
2022-02-12;30 o menos;F;Moderna;Publico;0;3;;1154
2022-02-12;41 a 50;M;AstraZeneca;Publico;13;16;;2
2022-02-12;30 o menos;F;AstraZeneca;Publico;11;35;;1
2022-02-12;51 a 60;F;AstraZeneca;Publico;3;3;;1
2022-02-12;61 a 70;F;Sputnik;Publico;0;5;;0
2022-02-12;41 a 50;F;Sinopharm;Publico;68;68;;0
2022-02-12;51 a 60;M;Sputnik;Publico;0;3;;0
2022-02-12;81 a 90;M;Sinopharm;Publico;1;2;;0
2022-02-12;81 a 90;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;0;;28
2022-02-12;61 a 70;M;Moderna;Publico;0;1;;160
2022-02-12;31 a 40;M;Sinopharm;Publico;67;136;;0
2022-02-12;61 a 70;M;AstraZeneca;Publico;0;0;;1
2022-02-12;61 a 70;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;3;;274
2022-02-12;61 a 70;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;0;;182
2022-02-12;30 o menos;M;Sputnik;Publico;0;59;;1
2022-02-12;71 a 80;F;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;0;;114
2022-02-12;71 a 80;M;AstraZeneca;Publico;1;0;;0
2022-02-12;71 a 80;M;Sinopharm;Publico;1;3;;0
2022-02-12;71 a 80;M;Sputnik;Publico;0;1;;0
2022-02-12;71 a 80;M;vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml);Publico;0;1;;69
2022-02-12;81 a 90;F;AstraZeneca;Publico;1;0;;0
2022-02-12;71 a 80;F;Sputnik;Publico;0;1;;1
2022-02-12;30 o menos;M;Moderna;Publico;2;6;;876
2022-02-12;41 a 50;M;Sinopharm;Privado;1;0;;0
2022-02-12;31 a 40;M;Moderna;Publico;0;4;;753
2022-02-12;81 a 90;F;Moderna;Publico;0;0;;29
2022-02-12;81 a 90;F;Sinopharm;Publico;2;10;;0
2022-02-12;81 a 90;F;Sputnik;Publico;0;1;;0
